
Sample,Date,GMT,Air/Ground,Altitude,Airspeed,FLT Number,Flap Handle-Pos,Flap Posn-L,Flap Posn-R,FlapSkew 1 Pos,FlapSkew 2 Pos,FlapSkew 3 Pos,FlapSkew 4 Pos,FlapSkew 5 Pos,FlapSkew 6 Pos,FlapSkew 7 Pos,FlapSkew 8 Pos,FlapsSkew 1to8 ,FlapsSkew 2to7 ,FlapsSkew 3to6 ,FlapsSkew 4to5 ,
3644,03:24,14:35:39,ground,156.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3645,03:24,14:35:40,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3646,03:24,14:35:41,ground,156.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3647,03:24,14:35:42,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3648,03:24,14:35:43,ground,156.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3649,03:24,14:35:44,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3650,03:24,14:35:45,ground,156.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3651,03:24,14:35:46,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3652,03:24,14:35:47,ground,156.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3653,03:24,14:35:48,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3654,03:24,14:35:49,ground,155.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3655,03:24,14:35:50,ground,155.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3656,03:24,14:35:51,ground,155.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3657,03:24,14:35:52,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3658,03:24,14:35:53,ground,156.0,45.0,,0.0,,0.0,-157,,,,,,,,normal,normal,normal,normal,
3659,03:24,14:35:54,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3660,03:24,14:35:55,ground,156.0,45.0,,0.0,,0.0,,,22,,,,,,normal,normal,normal,normal,
3661,03:24,14:35:56,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3662,03:24,14:35:57,ground,156.0,45.0,,0.0,,0.0,,,,,,,,-163,normal,normal,normal,normal,
3663,03:24,14:35:58,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3664,03:24,14:35:59,ground,156.0,45.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
3665,03:24,14:36:00,ground,156.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3666,03:24,14:36:01,ground,155.0,45.0,,0.0,,0.0,,-62,,,,,,,normal,normal,normal,normal,
3667,03:24,14:36:02,ground,155.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3668,03:24,14:36:03,ground,155.0,45.0,,0.0,,0.0,,,,-51,,,,,normal,normal,normal,normal,
3669,03:24,14:36:04,ground,154.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3670,03:24,14:36:05,ground,153.0,45.0,,0.0,,0.0,,,,,,,-55,,normal,normal,normal,normal,
3671,03:24,14:36:06,ground,153.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3672,03:24,14:36:07,ground,154.0,45.0,,0.0,,0.0,,,,,-57,,,,normal,normal,normal,normal,
3673,03:24,14:36:08,ground,153.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3674,03:24,14:36:09,ground,153.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3675,03:24,14:36:10,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3676,03:24,14:36:11,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3677,03:24,14:36:12,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3678,03:24,14:36:13,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3679,03:24,14:36:14,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3680,03:24,14:36:15,ground,151.0,45.0,????????,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3681,03:24,14:36:16,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3682,03:24,14:36:17,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3683,03:24,14:36:18,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3684,03:24,14:36:19,ground,152.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3685,03:24,14:36:20,ground,152.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3686,03:24,14:36:21,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3687,03:24,14:36:22,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3688,03:24,14:36:23,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3689,03:24,14:36:24,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3690,03:24,14:36:25,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3691,03:24,14:36:26,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3692,03:24,14:36:27,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3693,03:24,14:36:28,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3694,03:24,14:36:29,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3695,03:24,14:36:30,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3696,03:24,14:36:31,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3697,03:24,14:36:32,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3698,03:24,14:36:33,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3699,03:24,14:36:34,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3700,03:24,14:36:35,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3701,03:24,14:36:36,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3702,03:24,14:36:37,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3703,03:24,14:36:38,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3704,03:24,14:36:39,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3705,03:24,14:36:40,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3706,03:24,14:36:41,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3707,03:24,14:36:42,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3708,03:24,14:36:43,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3709,03:24,14:36:44,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3710,03:24,14:36:45,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3711,03:24,14:36:46,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3712,03:24,14:36:47,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3713,03:24,14:36:48,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3714,03:24,14:36:49,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3715,03:24,14:36:50,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3716,03:24,14:36:51,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3717,03:24,14:36:52,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3718,03:24,14:36:53,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3719,03:24,14:36:54,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3720,03:24,14:36:55,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3721,03:24,14:36:56,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3722,03:24,14:36:57,ground,151.0,45.0,,0.0,,0.0,-157,,,,,,,,normal,normal,normal,normal,
3723,03:24,14:36:58,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3724,03:24,14:36:59,ground,151.0,45.0,,0.0,,0.0,,,22,,,,,,normal,normal,normal,normal,
3725,03:24,14:37:00,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3726,03:24,14:37:01,ground,151.0,45.0,,0.0,,0.0,,,,,,,,-163,normal,normal,normal,normal,
3727,03:24,14:37:02,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3728,03:24,14:37:03,ground,150.0,45.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
3729,03:24,14:37:04,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3730,03:24,14:37:05,ground,150.0,45.0,,0.0,,0.0,,-62,,,,,,,normal,normal,normal,normal,
3731,03:24,14:37:06,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3732,03:24,14:37:07,ground,150.0,45.0,,0.0,,0.0,,,,-51,,,,,normal,normal,normal,normal,
3733,03:24,14:37:08,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3734,03:24,14:37:09,ground,150.0,45.0,,0.0,,0.0,,,,,,,-55,,normal,normal,normal,normal,
3735,03:24,14:37:10,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3736,03:24,14:37:11,ground,150.0,45.0,,0.0,,0.0,,,,,-57,,,,normal,normal,normal,normal,
3737,03:24,14:37:12,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3738,03:24,14:37:13,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3739,03:24,14:37:14,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3740,03:24,14:37:15,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3741,03:24,14:37:16,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3742,03:24,14:37:17,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3743,03:24,14:37:18,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3744,03:24,14:37:19,ground,151.0,45.0,????????,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3745,03:24,14:37:20,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3746,03:24,14:37:21,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3747,03:24,14:37:22,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3748,03:24,14:37:23,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3749,03:24,14:37:24,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3750,03:24,14:37:25,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3751,03:24,14:37:26,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3752,03:24,14:37:27,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3753,03:24,14:37:28,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3754,03:24,14:37:29,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3755,03:24,14:37:30,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3756,03:24,14:37:31,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3757,03:24,14:37:32,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3758,03:24,14:37:33,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3759,03:24,14:37:34,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3760,03:24,14:37:35,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3761,03:24,14:37:36,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3762,03:24,14:37:37,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3763,03:24,14:37:38,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3764,03:24,14:37:39,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3765,03:24,14:37:40,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3766,03:24,14:37:41,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3767,03:24,14:37:42,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3768,03:24,14:37:43,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3769,03:24,14:37:44,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3770,03:24,14:37:45,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3771,03:24,14:37:46,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3772,03:24,14:37:47,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3773,03:24,14:37:48,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3774,03:24,14:37:49,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3775,03:24,14:37:50,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3776,03:24,14:37:51,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3777,03:24,14:37:52,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3778,03:24,14:37:53,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3779,03:24,14:37:54,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3780,03:24,14:37:55,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3781,03:24,14:37:56,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3782,03:24,14:37:57,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3783,03:24,14:37:58,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3784,03:24,14:37:59,ground,151.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3785,03:24,14:38:00,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3786,03:24,14:38:01,ground,151.0,45.0,,0.0,,0.0,-157,,,,,,,,normal,normal,normal,normal,
3787,03:24,14:38:02,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3788,03:24,14:38:03,ground,151.0,45.0,,0.0,,0.0,,,22,,,,,,normal,normal,normal,normal,
3789,03:24,14:38:04,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3790,03:24,14:38:05,ground,151.0,45.0,,0.0,,0.0,,,,,,,,-163,normal,normal,normal,normal,
3791,03:24,14:38:06,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3792,03:24,14:38:07,ground,151.0,45.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
3793,03:24,14:38:08,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3794,03:24,14:38:09,ground,151.0,45.0,,0.0,,0.0,,-62,,,,,,,normal,normal,normal,normal,
3795,03:24,14:38:10,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3796,03:24,14:38:11,ground,150.0,45.0,,0.0,,0.0,,,,-51,,,,,normal,normal,normal,normal,
3797,03:24,14:38:12,ground,151.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3798,03:24,14:38:13,ground,151.0,45.0,,0.0,,0.0,,,,,,,-55,,normal,normal,normal,normal,
3799,03:24,14:38:14,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3800,03:24,14:38:15,ground,150.0,45.0,,0.0,,0.0,,,,,-57,,,,normal,normal,normal,normal,
3801,03:24,14:38:16,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3802,03:24,14:38:17,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3803,03:24,14:38:18,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3804,03:24,14:38:19,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3805,03:24,14:38:20,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3806,03:24,14:38:21,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3807,03:24,14:38:22,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3808,03:24,14:38:23,ground,150.0,45.0,????????,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3809,03:24,14:38:24,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3810,03:24,14:38:25,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3811,03:24,14:38:26,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3812,03:24,14:38:27,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3813,03:24,14:38:28,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3814,03:24,14:38:29,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3815,03:24,14:38:30,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3816,03:24,14:38:31,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3817,03:24,14:38:32,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3818,03:24,14:38:33,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3819,03:24,14:38:34,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3820,03:24,14:38:35,ground,148.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3821,03:24,14:38:36,ground,148.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3822,03:24,14:38:37,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3823,03:24,14:38:38,ground,148.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3824,03:24,14:38:39,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3825,03:24,14:38:40,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3826,03:24,14:38:41,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3827,03:24,14:38:42,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3828,03:24,14:38:43,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3829,03:24,14:38:44,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3830,03:24,14:38:45,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3831,03:24,14:38:46,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3832,03:24,14:38:47,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3833,03:24,14:38:48,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3834,03:24,14:38:49,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3835,03:24,14:38:50,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3836,03:24,14:38:51,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3837,03:24,14:38:52,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3838,03:24,14:38:53,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3839,03:24,14:38:54,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3840,03:24,14:38:55,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3841,03:24,14:38:56,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3842,03:24,14:38:57,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3843,03:24,14:38:58,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3844,03:24,14:38:59,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3845,03:24,14:39:00,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3846,03:24,14:39:01,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3847,03:24,14:39:02,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3848,03:24,14:39:03,ground,150.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3849,03:24,14:39:04,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3850,03:24,14:39:05,ground,150.0,45.0,,0.0,,0.0,-157,,,,,,,,normal,normal,normal,normal,
3851,03:24,14:39:06,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3852,03:24,14:39:07,ground,150.0,45.0,,0.0,,0.0,,,22,,,,,,normal,normal,normal,normal,
3853,03:24,14:39:08,ground,150.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3854,03:24,14:39:09,ground,150.0,45.0,,0.0,,0.0,,,,,,,,-163,normal,normal,normal,normal,
3855,03:24,14:39:10,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3856,03:24,14:39:11,ground,150.0,45.0,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
3857,03:24,14:39:12,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3858,03:24,14:39:13,ground,149.0,45.0,,0.0,,0.0,,-62,,,,,,,normal,normal,normal,normal,
3859,03:24,14:39:14,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3860,03:24,14:39:15,ground,149.0,45.0,,0.0,,0.0,,,,-51,,,,,normal,normal,normal,normal,
3861,03:24,14:39:16,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3862,03:24,14:39:17,ground,149.0,45.0,,0.0,,0.0,,,,,,,-55,,normal,normal,normal,normal,
3863,03:24,14:39:18,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3864,03:24,14:39:19,ground,149.0,45.0,,0.0,,0.0,,,,,-57,,,,normal,normal,normal,normal,
3865,03:24,14:39:20,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3866,03:24,14:39:21,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3867,03:24,14:39:22,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3868,03:24,14:39:23,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3869,03:24,14:39:24,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3870,03:24,14:39:25,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3871,03:24,14:39:26,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3872,03:24,14:39:27,ground,149.0,45.0,????????,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3873,03:24,14:39:28,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3874,03:24,14:39:29,ground,148.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3875,03:24,14:39:30,ground,148.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3876,03:24,14:39:31,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3877,03:24,14:39:32,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3878,03:24,14:39:33,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3879,03:24,14:39:34,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3880,03:24,14:39:35,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3881,03:24,14:39:36,ground,148.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3882,03:24,14:39:37,ground,148.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3883,03:24,14:39:38,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3884,03:24,14:39:39,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3885,03:24,14:39:40,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3886,03:24,14:39:41,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3887,03:24,14:39:42,ground,149.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3888,03:24,14:39:43,ground,149.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3889,03:24,14:39:44,ground,148.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3890,03:24,14:39:45,ground,148.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
3891,03:24,14:39:46,ground,148.0,45.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
3892,03:24,14:39:47,ground,148.0,45.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
